"frame","time","face_prob","face_id","pitchF0","segment_id","segment_start","segment_end","track","speaker_id","text_token_id","text_token","text_token_start","text_token_end","match_id","FaceRectX","FaceRectY","FaceRectWidth","FaceRectHeight","AU01","AU02","AU04","AU06","AU07","AU10","AU12","AU14","AU15","AU17","AU23","AU24","fl1","fl2","fl3","fl4","fl5","fl6","fl7","fl8","fl9","fl10","fl11","fl12","fl13","fl14","fl15","fl16","fl17","fl18","fl19","fl20","fl21","fl22","fl23","fl24","fl25","fl26","fl27","fl28","fl29","fl30","fl31","fl32","fl33","fl34","fl35","fl36","fl37","fl38","fl39","fl40","fl41","fl42","fl43","fl44","fl45","fl46","fl47","fl48","fl49","fl50","fl51","fl52","fl53","fl54","fl55","fl56","fl57","fl58","fl59","fl60","fl61","fl62","fl63","fl64","fl65","fl66","fl67","fl68"
25,1,0.742,26,188.741,1,0.498,20.495,0,"SPEAKER_00",2,"once",0.76,1.14,0,101.443,66.373,117.641,86.109,0.106,0.921,0.006,0.794,0.755,0.939,0.98,0.752,0.146,0.003,0.014,0,"101.59192735 72.93324447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
26,1.04,0.722,26,191.121,1,0.498,20.495,0,"SPEAKER_00",2,"once",0.76,1.14,0,101.412,66.391,117.65,86.139,0.103,0.916,0.006,0.799,0.761,0.939,0.98,0.755,0.142,0.003,0.013,0,"101.56752253 72.96996689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
27,1.08,0.737,26,198.65,1,0.498,20.495,0,"SPEAKER_00",2,"once",0.76,1.14,0,101.521,66.59,117.691,86.219,0.1,0.916,0.006,0.8,0.767,0.939,0.98,0.756,0.146,0.003,0.013,0,"101.53632754 72.93698645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
28,1.12,0.731,26,215.53,1,0.498,20.495,0,"SPEAKER_00",2,"once",0.76,1.14,0,101.522,66.635,117.683,86.259,0.101,0.915,0.006,0.8,0.768,0.938,0.98,0.755,0.141,0.003,0.012,0,"101.51426667 72.92557693","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
29,1.16,NA,NA,253.637,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
30,1.2,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
31,1.24,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",3,"it",1.2,1.26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
32,1.28,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
33,1.32,NA,NA,295.627,1,0.498,20.495,0,"SPEAKER_00",4,"was",1.3,1.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
34,1.36,NA,NA,225.11,1,0.498,20.495,0,"SPEAKER_00",4,"was",1.3,1.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
35,1.4,NA,NA,209.23,1,0.498,20.495,0,"SPEAKER_00",4,"was",1.3,1.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
36,1.44,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
37,1.48,NA,NA,155.697,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
38,1.52,NA,NA,90.187,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
39,1.56,NA,NA,189.802,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
40,1.6,0.757,21,178.467,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,100.563,65.215,117.785,85.957,0.103,0.923,0.006,0.807,0.778,0.95,0.979,0.777,0.178,0.003,0.019,0,"101.23146457 72.53889793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
41,1.64,0.727,21,183.595,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,100.809,65.391,117.739,85.842,0.109,0.932,0.005,0.819,0.771,0.941,0.973,0.777,0.191,0.003,0.018,0,"101.08711171 72.36537635","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
42,1.68,0.739,21,175.26,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,100.686,65.025,118.024,86.04,0.105,0.914,0.005,0.827,0.783,0.94,0.978,0.739,0.154,0.003,0.012,0,"101.35712504 72.74852264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
43,1.72,0.708,41,NA,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,520.424,88.558,535.961,109.509,0.1,0.993,0.006,0.885,0.866,0.399,0.969,0.959,0.151,0.001,0.003,0,"520.58089655 97.60667741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
44,1.76,0.835,22,NA,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,520.718,89.221,536.022,109.457,0.086,0.991,0.006,0.937,0.885,0.429,0.977,0.922,0.136,0.001,0.003,0,"520.487027 98.05620885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
45,1.8,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
46,1.84,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
47,1.88,0.97,43,187.587,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,105.476,69.722,121.254,89.825,0.104,0.828,0.007,0.574,0.597,0.849,0.976,0.444,0.067,0.004,0.007,0,"104.72860116 76.22328365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
48,1.92,NA,NA,183.115,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
49,1.96,NA,NA,181.628,1,0.498,20.495,0,"SPEAKER_00",5,"findally",1.46,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
50,2,NA,NA,92.484,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
51,2.04,NA,NA,178.644,1,0.498,20.495,0,"SPEAKER_00",6,"negotiated",2,2.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
52,2.08,NA,NA,178.874,1,0.498,20.495,0,"SPEAKER_00",6,"negotiated",2,2.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
53,2.12,0.704,22,176.767,1,0.498,20.495,0,"SPEAKER_00",6,"negotiated",2,2.42,0,521.305,89.023,535.74,108.007,0.151,0.995,0.006,0.828,0.79,0.398,0.965,0.965,0.144,0.001,0.007,0,"520.37601627 97.11193883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
54,2.16,0.762,22,173.106,1,0.498,20.495,0,"SPEAKER_00",6,"negotiated",2,2.42,0,521.076,88.846,535.942,108.429,0.138,0.997,0.007,0.839,0.8,0.398,0.967,0.971,0.165,0.001,0.01,0,"520.62254027 97.51851207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
55,2.2,0.862,22,173.588,1,0.498,20.495,0,"SPEAKER_00",6,"negotiated",2,2.42,0,521.212,88.83,536.658,109.531,0.059,0.987,0.005,0.945,0.916,0.452,0.979,0.927,0.134,0.001,0.002,0,"521.54031596 97.1660217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
56,2.24,NA,NA,160.981,1,0.498,20.495,0,"SPEAKER_00",6,"negotiated",2,2.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
57,2.28,0.778,41,142.912,1,0.498,20.495,0,"SPEAKER_00",6,"negotiated",2,2.42,0,520.848,88.964,535.861,108.598,0.11,0.992,0.008,0.875,0.878,0.514,0.972,0.956,0.145,0.001,0.007,0,"521.16234617 97.14866859","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
58,2.32,NA,NA,174.29,1,0.498,20.495,0,"SPEAKER_00",6,"negotiated",2,2.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
59,2.36,NA,NA,166.82,1,0.498,20.495,0,"SPEAKER_00",6,"negotiated",2,2.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
60,2.4,NA,NA,155.333,1,0.498,20.495,0,"SPEAKER_00",6,"negotiated",2,2.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
61,2.44,NA,NA,158.795,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
62,2.48,NA,NA,164.674,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
63,2.52,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
64,2.56,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",7,"and",2.52,2.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
65,2.6,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",7,"and",2.52,2.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
66,2.64,NA,NA,203.266,1,0.498,20.495,0,"SPEAKER_00",7,"and",2.52,2.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
67,2.68,NA,NA,187.031,1,0.498,20.495,0,"SPEAKER_00",7,"and",2.52,2.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
68,2.72,NA,NA,187.789,1,0.498,20.495,0,"SPEAKER_00",7,"and",2.52,2.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
69,2.76,NA,NA,194.639,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
70,2.8,NA,NA,207.992,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
71,2.84,NA,NA,204.635,1,0.498,20.495,0,"SPEAKER_00",8,"the",2.82,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
72,2.88,NA,NA,241.886,1,0.498,20.495,0,"SPEAKER_00",8,"the",2.82,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
